id,title,property_type,price_eur,city,neighborhood,lat,lon,size_sqm,rooms,year_built,floor,max_floor,parking,heating,dist_to_metro_min,dist_to_park_min,description,source_url
118,House 2 camere Titan,house,120960,Bucuresti,Titan,44.42280147861802,26.18187436879053,63,2.0,1982.0,,,yes,gaz,12,14,"Proprietate in zona Titan, suprafata 63 mp, pret 120960 EUR.",https://example.com/listing/118
119,Land  camere Dorobanti,land,1285760,Bucuresti,Dorobanti,44.41469489902031,26.103902500774325,820,,,,,no,,13,5,"Proprietate in zona Dorobanti, suprafata 820 mp, pret 1285760 EUR.",https://example.com/listing/119
120,Land  camere Drumul Taberei,land,347229,Bucuresti,Drumul Taberei,44.4437030212677,26.16068435598824,369,,,,,yes,,14,6,"Proprietate in zona Drumul Taberei, suprafata 369 mp, pret 347229 EUR.",https://example.com/listing/120
121,House 3 camere Colentina,house,64998,Bucuresti,Colentina,44.40567815482164,26.162393880582936,69,3.0,1963.0,,,yes,gaz,9,4,"Proprietate in zona Colentina, suprafata 69 mp, pret 64998 EUR.",https://example.com/listing/121
122,House 3 camere Titan,house,77360,Bucuresti,Titan,44.426742795972096,26.14923854117008,40,3.0,1964.0,,,yes,central,7,9,"Proprietate in zona Titan, suprafata 40 mp, pret 77360 EUR.",https://example.com/listing/122
123,House 2 camere Dorobanti,house,151788,Bucuresti,Dorobanti,44.449010376062965,26.122572273642493,84,2.0,1972.0,,,no,termoficare,15,13,"Proprietate in zona Dorobanti, suprafata 84 mp, pret 151788 EUR.",https://example.com/listing/123
124,Apartment 3 camere Militari,apartment,56928,Bucuresti,Militari,44.41497525670424,26.07373661875417,48,3.0,1963.0,3.0,10.0,no,central,17,15,"Proprietate in zona Militari, suprafata 48 mp, pret 56928 EUR.",https://example.com/listing/124
125,House 3 camere Berceni,house,135850,Bucuresti,Berceni,44.406753553662185,26.094459222123216,110,3.0,1963.0,,,yes,central,6,9,"Proprietate in zona Berceni, suprafata 110 mp, pret 135850 EUR.",https://example.com/listing/125
126,Apartment 4 camere Pipera,apartment,98000,Bucuresti,Pipera,44.41742958896768,26.08078483923358,80,4.0,2007.0,10.0,10.0,no,electrica,14,12,"Proprietate in zona Pipera, suprafata 80 mp, pret 98000 EUR.",https://example.com/listing/126
127,Land  camere Dristor,land,863456,Bucuresti,Dristor,44.409704789565595,26.072129884175382,446,,,,,yes,,6,4,"Proprietate in zona Dristor, suprafata 446 mp, pret 863456 EUR.",https://example.com/listing/127
128,House 3 camere Dristor,house,98604,Bucuresti,Dristor,44.41265111858368,26.106779779171855,108,3.0,1960.0,,,no,gaz,12,6,"Proprietate in zona Dristor, suprafata 108 mp, pret 98604 EUR.",https://example.com/listing/128
129,House 3 camere Militari,house,140454,Bucuresti,Militari,44.421038459857876,26.19820714222793,102,3.0,1980.0,,,no,electrica,16,5,"Proprietate in zona Militari, suprafata 102 mp, pret 140454 EUR.",https://example.com/listing/129
130,Apartment 3 camere Dorobanti,apartment,166820,Bucuresti,Dorobanti,44.44251073022332,26.0865212865916,95,3.0,2009.0,10.0,10.0,no,electrica,10,9,"Proprietate in zona Dorobanti, suprafata 95 mp, pret 166820 EUR.",https://example.com/listing/130
131,Land  camere Militari,land,621528,Bucuresti,Militari,44.44560159249177,26.1334551834678,456,,,,,no,,19,9,"Proprietate in zona Militari, suprafata 456 mp, pret 621528 EUR.",https://example.com/listing/131
132,Apartment 4 camere Drumul Taberei,apartment,191980,Bucuresti,Drumul Taberei,44.4042468990811,26.10552108270913,116,4.0,1997.0,0.0,10.0,no,gaz,3,12,"Proprietate in zona Drumul Taberei, suprafata 116 mp, pret 191980 EUR.",https://example.com/listing/132
133,House 3 camere Dorobanti,house,119483,Bucuresti,Dorobanti,44.418150366900974,26.09049229886875,101,3.0,1978.0,,,yes,termoficare,17,12,"Proprietate in zona Dorobanti, suprafata 101 mp, pret 119483 EUR.",https://example.com/listing/133
134,House 4 camere Dristor,house,98888,Bucuresti,Dristor,44.44616650077685,26.170645022254302,94,4.0,1987.0,,,yes,electrica,15,7,"Proprietate in zona Dristor, suprafata 94 mp, pret 98888 EUR.",https://example.com/listing/134
135,Apartment 1 camere Dristor,apartment,197100,Bucuresti,Dristor,44.41153571950359,26.187070501557493,100,1.0,1994.0,9.0,10.0,yes,central,3,8,"Proprietate in zona Dristor, suprafata 100 mp, pret 197100 EUR.",https://example.com/listing/135
136,Apartment 3 camere Pipera,apartment,233522,Bucuresti,Pipera,44.44494401298868,26.09813299242395,118,3.0,2021.0,8.0,10.0,no,electrica,7,10,"Proprietate in zona Pipera, suprafata 118 mp, pret 233522 EUR.",https://example.com/listing/136
137,House 1 camere Titan,house,143534,Bucuresti,Titan,44.42194479526931,26.17703356190708,86,1.0,1987.0,,,yes,electrica,4,6,"Proprietate in zona Titan, suprafata 86 mp, pret 143534 EUR.",https://example.com/listing/137
138,House 2 camere Colentina,house,87680,Bucuresti,Colentina,44.42194525660535,26.065775080129466,64,2.0,2002.0,,,no,central,18,10,"Proprietate in zona Colentina, suprafata 64 mp, pret 87680 EUR.",https://example.com/listing/138
139,House 1 camere Berceni,house,149850,Bucuresti,Berceni,44.41472555014656,26.081902332989316,90,1.0,1960.0,,,no,termoficare,17,12,"Proprietate in zona Berceni, suprafata 90 mp, pret 149850 EUR.",https://example.com/listing/139
140,House 2 camere Titan,house,210330,Bucuresti,Titan,44.44051473137176,26.124121185314838,114,2.0,2012.0,,,yes,termoficare,7,12,"Proprietate in zona Titan, suprafata 114 mp, pret 210330 EUR.",https://example.com/listing/140
141,Apartment 4 camere Berceni,apartment,119420,Bucuresti,Berceni,44.43017112647465,26.075098346890442,70,4.0,1968.0,3.0,10.0,yes,gaz,6,11,"Proprietate in zona Berceni, suprafata 70 mp, pret 119420 EUR.",https://example.com/listing/141
142,Land  camere Pipera,land,845604,Bucuresti,Pipera,44.40199169230455,26.19263978096614,566,,,,,yes,,19,5,"Proprietate in zona Pipera, suprafata 566 mp, pret 845604 EUR.",https://example.com/listing/142
143,House 1 camere Drumul Taberei,house,133350,Bucuresti,Drumul Taberei,44.42937113329697,26.191199406856903,75,1.0,1979.0,,,yes,gaz,7,4,"Proprietate in zona Drumul Taberei, suprafata 75 mp, pret 133350 EUR.",https://example.com/listing/143
144,Land  camere Titan,land,1056000,Bucuresti,Titan,44.44161057690086,26.165640808952826,825,,,,,yes,,16,11,"Proprietate in zona Titan, suprafata 825 mp, pret 1056000 EUR.",https://example.com/listing/144
145,House 4 camere Berceni,house,108783,Bucuresti,Berceni,44.41170242541658,26.125043666092708,79,4.0,1993.0,,,no,electrica,14,11,"Proprietate in zona Berceni, suprafata 79 mp, pret 108783 EUR.",https://example.com/listing/145
146,Land  camere Dorobanti,land,640740,Bucuresti,Dorobanti,44.43800707984152,26.075681047510248,543,,,,,yes,,7,9,"Proprietate in zona Dorobanti, suprafata 543 mp, pret 640740 EUR.",https://example.com/listing/146
147,Apartment 3 camere Titan,apartment,128775,Bucuresti,Titan,44.433182014896225,26.17740893947547,75,3.0,1983.0,5.0,10.0,no,central,8,7,"Proprietate in zona Titan, suprafata 75 mp, pret 128775 EUR.",https://example.com/listing/147
148,House 3 camere Berceni,house,145638,Bucuresti,Berceni,44.426366578092825,26.136075536464446,87,3.0,1989.0,,,yes,termoficare,20,7,"Proprietate in zona Berceni, suprafata 87 mp, pret 145638 EUR.",https://example.com/listing/148
149,Apartment 1 camere Militari,apartment,101595,Bucuresti,Militari,44.44892417424194,26.099736685282824,65,1.0,1975.0,0.0,10.0,no,central,4,12,"Proprietate in zona Militari, suprafata 65 mp, pret 101595 EUR.",https://example.com/listing/149
150,Apartment 4 camere Berceni,apartment,199100,Bucuresti,Berceni,44.406132871247706,26.119263315989922,110,4.0,2007.0,0.0,10.0,yes,gaz,12,15,"Proprietate in zona Berceni, suprafata 110 mp, pret 199100 EUR.",https://example.com/listing/150
151,Apartment 3 camere Drumul Taberei,apartment,199099,Bucuresti,Drumul Taberei,44.4139952045113,26.07846192306774,103,3.0,2009.0,5.0,10.0,yes,central,14,5,"Proprietate in zona Drumul Taberei, suprafata 103 mp, pret 199099 EUR.",https://example.com/listing/151
152,Land  camere Dristor,land,498220,Bucuresti,Dristor,44.41079421728771,26.093901175280514,290,,,,,no,,9,11,"Proprietate in zona Dristor, suprafata 290 mp, pret 498220 EUR.",https://example.com/listing/152
153,Land  camere Militari,land,667206,Bucuresti,Militari,44.44105573302792,26.180597801657832,734,,,,,no,,10,9,"Proprietate in zona Militari, suprafata 734 mp, pret 667206 EUR.",https://example.com/listing/153
154,Apartment 3 camere Dristor,apartment,71722,Bucuresti,Dristor,44.43237432586095,26.060079944748193,47,3.0,1964.0,10.0,10.0,no,central,4,5,"Proprietate in zona Dristor, suprafata 47 mp, pret 71722 EUR.",https://example.com/listing/154
155,Apartment 2 camere Dorobanti,apartment,87648,Bucuresti,Dorobanti,44.415319508333404,26.114402495248324,66,2.0,1978.0,10.0,10.0,yes,gaz,18,12,"Proprietate in zona Dorobanti, suprafata 66 mp, pret 87648 EUR.",https://example.com/listing/155
156,Land  camere Titan,land,994916,Bucuresti,Titan,44.44356575258245,26.050829895592283,689,,,,,yes,,3,9,"Proprietate in zona Titan, suprafata 689 mp, pret 994916 EUR.",https://example.com/listing/156
157,House 2 camere Dristor,house,154018,Bucuresti,Dristor,44.43125611829606,26.066179227253162,106,2.0,1960.0,,,yes,termoficare,16,5,"Proprietate in zona Dristor, suprafata 106 mp, pret 154018 EUR.",https://example.com/listing/157
158,House 2 camere Colentina,house,85894,Bucuresti,Colentina,44.44115704978999,26.18015729822149,67,2.0,1989.0,,,yes,termoficare,5,14,"Proprietate in zona Colentina, suprafata 67 mp, pret 85894 EUR.",https://example.com/listing/158
159,House 1 camere Colentina,house,73568,Bucuresti,Colentina,44.448456353459925,26.119167422410907,44,1.0,1999.0,,,yes,gaz,10,6,"Proprietate in zona Colentina, suprafata 44 mp, pret 73568 EUR.",https://example.com/listing/159
160,Land  camere Drumul Taberei,land,1490472,Bucuresti,Drumul Taberei,44.41698028126815,26.170391591298955,978,,,,,yes,,9,7,"Proprietate in zona Drumul Taberei, suprafata 978 mp, pret 1490472 EUR.",https://example.com/listing/160
161,Land  camere Dorobanti,land,353065,Bucuresti,Dorobanti,44.41133768530919,26.08626923397735,293,,,,,yes,,6,12,"Proprietate in zona Dorobanti, suprafata 293 mp, pret 353065 EUR.",https://example.com/listing/161
162,House 4 camere Pipera,house,84210,Bucuresti,Pipera,44.42140958785574,26.051490367796514,70,4.0,1966.0,,,yes,gaz,15,8,"Proprietate in zona Pipera, suprafata 70 mp, pret 84210 EUR.",https://example.com/listing/162
163,House 1 camere Colentina,house,99372,Bucuresti,Colentina,44.42379729040172,26.12057998235602,84,1.0,2016.0,,,no,termoficare,13,12,"Proprietate in zona Colentina, suprafata 84 mp, pret 99372 EUR.",https://example.com/listing/163
164,House 2 camere Drumul Taberei,house,159328,Bucuresti,Drumul Taberei,44.41540477119597,26.112235795861544,104,2.0,1974.0,,,no,gaz,8,6,"Proprietate in zona Drumul Taberei, suprafata 104 mp, pret 159328 EUR.",https://example.com/listing/164
165,Apartment 3 camere Colentina,apartment,194298,Bucuresti,Colentina,44.40110258030336,26.18693026672873,106,3.0,1998.0,4.0,10.0,yes,termoficare,4,8,"Proprietate in zona Colentina, suprafata 106 mp, pret 194298 EUR.",https://example.com/listing/165
166,House 4 camere Berceni,house,133118,Bucuresti,Berceni,44.404624913004,26.09455138818895,101,4.0,2003.0,,,yes,central,15,2,"Proprietate in zona Berceni, suprafata 101 mp, pret 133118 EUR.",https://example.com/listing/166
167,Land  camere Dorobanti,land,459358,Bucuresti,Dorobanti,44.44538011201857,26.172651749907715,239,,,,,yes,,7,5,"Proprietate in zona Dorobanti, suprafata 239 mp, pret 459358 EUR.",https://example.com/listing/167
168,House 2 camere Dristor,house,88536,Bucuresti,Dristor,44.44870612993071,26.127233545772256,51,2.0,1997.0,,,no,gaz,3,7,"Proprietate in zona Dristor, suprafata 51 mp, pret 88536 EUR.",https://example.com/listing/168
169,House 2 camere Dorobanti,house,130536,Bucuresti,Dorobanti,44.43738808452123,26.06673168622426,111,2.0,1989.0,,,yes,central,9,3,"Proprietate in zona Dorobanti, suprafata 111 mp, pret 130536 EUR.",https://example.com/listing/169
170,House 4 camere Dorobanti,house,81315,Bucuresti,Dorobanti,44.44154671942601,26.112420870510878,45,4.0,1989.0,,,yes,central,12,10,"Proprietate in zona Dorobanti, suprafata 45 mp, pret 81315 EUR.",https://example.com/listing/170
171,Land  camere Militari,land,1524560,Bucuresti,Militari,44.443856940597044,26.099216129232786,944,,,,,yes,,13,15,"Proprietate in zona Militari, suprafata 944 mp, pret 1524560 EUR.",https://example.com/listing/171
172,Land  camere Berceni,land,719922,Bucuresti,Berceni,44.41517489593495,26.10425228326745,562,,,,,no,,6,3,"Proprietate in zona Berceni, suprafata 562 mp, pret 719922 EUR.",https://example.com/listing/172
173,House 3 camere Titan,house,69664,Bucuresti,Titan,44.439882682018904,26.082067034310658,56,3.0,1984.0,,,yes,gaz,19,3,"Proprietate in zona Titan, suprafata 56 mp, pret 69664 EUR.",https://example.com/listing/173
174,Land  camere Dorobanti,land,425318,Bucuresti,Dorobanti,44.40918183761602,26.137027174062418,218,,,,,no,,4,9,"Proprietate in zona Dorobanti, suprafata 218 mp, pret 425318 EUR.",https://example.com/listing/174
175,Apartment 4 camere Colentina,apartment,158346,Bucuresti,Colentina,44.43995820059763,26.14927626632729,114,4.0,2021.0,7.0,10.0,yes,termoficare,15,7,"Proprietate in zona Colentina, suprafata 114 mp, pret 158346 EUR.",https://example.com/listing/175
176,House 2 camere Dorobanti,house,106929,Bucuresti,Dorobanti,44.40705907858015,26.072182747433363,109,2.0,1995.0,,,no,termoficare,7,13,"Proprietate in zona Dorobanti, suprafata 109 mp, pret 106929 EUR.",https://example.com/listing/176
177,Apartment 1 camere Pipera,apartment,141932,Bucuresti,Pipera,44.44520890820292,26.10282098210942,74,1.0,1983.0,7.0,10.0,yes,electrica,15,13,"Proprietate in zona Pipera, suprafata 74 mp, pret 141932 EUR.",https://example.com/listing/177
178,Apartment 4 camere Dorobanti,apartment,101052,Bucuresti,Dorobanti,44.415159495662195,26.198528811392304,84,4.0,1971.0,8.0,10.0,no,electrica,10,5,"Proprietate in zona Dorobanti, suprafata 84 mp, pret 101052 EUR.",https://example.com/listing/178
179,House 3 camere Dristor,house,113772,Bucuresti,Dristor,44.433935725280406,26.178648835636384,76,3.0,2017.0,,,yes,termoficare,20,8,"Proprietate in zona Dristor, suprafata 76 mp, pret 113772 EUR.",https://example.com/listing/179
180,Land  camere Pipera,land,741540,Bucuresti,Pipera,44.40801229803764,26.15306341289048,727,,,,,yes,,14,11,"Proprietate in zona Pipera, suprafata 727 mp, pret 741540 EUR.",https://example.com/listing/180
181,Land  camere Dorobanti,land,464640,Bucuresti,Dorobanti,44.409842646789784,26.071286111220584,242,,,,,yes,,13,10,"Proprietate in zona Dorobanti, suprafata 242 mp, pret 464640 EUR.",https://example.com/listing/181
182,Apartment 2 camere Dristor,apartment,130114,Bucuresti,Dristor,44.41549008790725,26.11303493381856,67,2.0,2011.0,6.0,10.0,no,electrica,5,2,"Proprietate in zona Dristor, suprafata 67 mp, pret 130114 EUR.",https://example.com/listing/182
183,House 3 camere Pipera,house,232362,Bucuresti,Pipera,44.41175161731338,26.169130647336207,117,3.0,2021.0,,,no,central,5,7,"Proprietate in zona Pipera, suprafata 117 mp, pret 232362 EUR.",https://example.com/listing/183
184,House 3 camere Dristor,house,51619,Bucuresti,Dristor,44.427228836249704,26.12493759111997,41,3.0,2015.0,,,no,gaz,15,15,"Proprietate in zona Dristor, suprafata 41 mp, pret 51619 EUR.",https://example.com/listing/184
185,House 3 camere Colentina,house,55950,Bucuresti,Colentina,44.40853913990046,26.193583768617998,50,3.0,1990.0,,,no,gaz,4,15,"Proprietate in zona Colentina, suprafata 50 mp, pret 55950 EUR.",https://example.com/listing/185
186,House 4 camere Dristor,house,49098,Bucuresti,Dristor,44.421076941933784,26.062769146890453,42,4.0,1984.0,,,yes,central,8,15,"Proprietate in zona Dristor, suprafata 42 mp, pret 49098 EUR.",https://example.com/listing/186
187,Land  camere Titan,land,1149924,Bucuresti,Titan,44.44627886439858,26.07998922119301,948,,,,,no,,18,14,"Proprietate in zona Titan, suprafata 948 mp, pret 1149924 EUR.",https://example.com/listing/187
188,Apartment 2 camere Dorobanti,apartment,134403,Bucuresti,Dorobanti,44.41363307057893,26.150417876411346,71,2.0,1979.0,1.0,10.0,yes,gaz,20,14,"Proprietate in zona Dorobanti, suprafata 71 mp, pret 134403 EUR.",https://example.com/listing/188
189,House 2 camere Pipera,house,45864,Bucuresti,Pipera,44.405458876713695,26.063670155426085,42,2.0,1983.0,,,yes,electrica,5,6,"Proprietate in zona Pipera, suprafata 42 mp, pret 45864 EUR.",https://example.com/listing/189
190,Land  camere Dristor,land,1475475,Bucuresti,Dristor,44.404461696919796,26.060424901978273,955,,,,,no,,19,5,"Proprietate in zona Dristor, suprafata 955 mp, pret 1475475 EUR.",https://example.com/listing/190
191,Land  camere Militari,land,1137722,Bucuresti,Militari,44.424456513104715,26.14144908500803,619,,,,,yes,,17,10,"Proprietate in zona Militari, suprafata 619 mp, pret 1137722 EUR.",https://example.com/listing/191
192,Apartment 3 camere Militari,apartment,113516,Bucuresti,Militari,44.43294161006388,26.192629650950053,59,3.0,2003.0,0.0,10.0,no,electrica,13,3,"Proprietate in zona Militari, suprafata 59 mp, pret 113516 EUR.",https://example.com/listing/192
193,Apartment 2 camere Berceni,apartment,116550,Bucuresti,Berceni,44.428755536059896,26.143769524436944,70,2.0,1975.0,2.0,10.0,no,central,20,9,"Proprietate in zona Berceni, suprafata 70 mp, pret 116550 EUR.",https://example.com/listing/193
194,Apartment 1 camere Pipera,apartment,98616,Bucuresti,Pipera,44.44800751791905,26.114831270901337,84,1.0,2011.0,4.0,10.0,yes,termoficare,3,9,"Proprietate in zona Pipera, suprafata 84 mp, pret 98616 EUR.",https://example.com/listing/194
195,House 3 camere Titan,house,160515,Bucuresti,Titan,44.40799078124989,26.117348847574558,87,3.0,2009.0,,,no,central,8,5,"Proprietate in zona Titan, suprafata 87 mp, pret 160515 EUR.",https://example.com/listing/195
196,Land  camere Dorobanti,land,577304,Bucuresti,Dorobanti,44.4336091530672,26.182337697436633,338,,,,,no,,12,2,"Proprietate in zona Dorobanti, suprafata 338 mp, pret 577304 EUR.",https://example.com/listing/196
197,Land  camere Drumul Taberei,land,1779558,Bucuresti,Drumul Taberei,44.41359306536719,26.11388905451331,914,,,,,no,,15,9,"Proprietate in zona Drumul Taberei, suprafata 914 mp, pret 1779558 EUR.",https://example.com/listing/197
198,House 1 camere Pipera,house,171302,Bucuresti,Pipera,44.44548202934995,26.137280314329175,97,1.0,1998.0,,,no,gaz,18,11,"Proprietate in zona Pipera, suprafata 97 mp, pret 171302 EUR.",https://example.com/listing/198
